corpusId,title,year,citations,venue,tier,artifact_name,artifact_kind,source_space,task_shape,modality,n_steps,headline_result,availability,step_dependency,decomposition_known_upfront,answer_multiplicity,coverage_determinability,step_dependency__depth,decomposition_known_upfront__depth,answer_multiplicity__depth,coverage_determinability__depth,search_tools,search_tools_kind,search_tools_named,search_access,search_tools_depth,task_summary,task_phrase,task_summary_depth,link
290443271,Profile-Graph Memory for LLM Agents: Implicit Cross-Entity Traversal through Narrative Profiles,2026,1,arXiv.org,relevant,MemHop,benchmark,curated-corpus,single-fact-answer,text-web,hop depths 1-5,"ProGraph averages 80.1% on MemHop (matching the FullContext reference) and 78.4% on LoCoMo (exceeding FullContext by 11.3pp), outperforming Mem0, A-Mem, HippoRAG, and RAG on both.",,fixed-chain,fully-emergent,single-verifiable,knowable,abstract,abstract,abstract,abstract,['local-retriever'],listed,"cosine-embedding retrieval over stored session profiles/residuals (ProGraph), atomic facts (Mem0, A-Mem), an LLM-extracted knowledge graph traversed by Personalized PageRank (HippoRAG), or raw 4-turn chunks (RAG) -- all over the agent's own conversation-history memory store, no external web tools",fixed-corpus,fulltext,"Given a multi-hop question about people mentioned across past conversation sessions, traverse linked profiles in memory to find the correct answer.",requires traversing an entity chain Alice,fulltext,https://api.semanticscholar.org/CorpusId:290443271
288255464,Thinking Ahead: Prospection-Guided Retrieval of Memory with Language Models,2026,0,arXiv.org,relevant,MemoryQuest,benchmark,curated-corpus,set-of-entities,text-web,each query annotated with 3-5 dated reference facts,"PGR-ToT achieves nearly 3x recall on MemoryQuest over the strongest baseline; PGR-generated responses preferred on 89-98% of queries in pairwise LLM-as-judge comparisons, confirmed by blinded human annotation on a held-out subset.",,adaptive,fully-emergent,set-valued,hard,abstract,abstract,abstract,abstract,['local-retriever'],listed,"embedding-based similarity retrieval over stored memory facts (RAG-style vector search), used as the underlying interface on top of which PGR's Simulate-Retrieve-Refine loop operates",fixed-corpus,fulltext,"Given a user's stated goal, imagine plausible next steps to use as search probes, then retrieve past facts that are relevant but don't match the query's words.","Given a user query, PGR first expands the goal into a short Tree-of-Thought (ToT) or linear chain of plausible next steps, and uses these steps as retrieval probes rather than relying on the original query alone.",fulltext,https://api.semanticscholar.org/CorpusId:288255464
280011442,Mind2Web 2: Evaluating Agentic Search with Agent-as-a-Judge,2025,71,Neural Information Processing Systems,in,Mind2Web 2,benchmark,open-web,synthesised-report,text-web,,"OpenAI Deep Research is the best-performing system, achieving 50-70% of human performance while spending half the time.",,mixed,partially-emergent,multiple-defensible,knowable,fulltext,fulltext,abstract,fulltext,['agent-choice'],listed,"Evaluated systems include search-augmented LLMs (ChatGPT Search, Perplexity Pro Search), web agents (OpenAI Operator), and Deep Research systems (OpenAI Deep Research, HF Open Deep Research) using search APIs, browsers, and Python interpreters",open-web,fulltext,"Given an open-ended real-world query, search and browse many live websites over long horizons to produce a comprehensive, source-attributed answer.",a new benchmark designed to rigorously evaluate agentic search systems on realistic and long-horizon tasks involving real-time web search and browsing,fulltext,https://api.semanticscholar.org/CorpusId:280011442
287508782,Mind DeepResearch Technical Report,2026,0,arXiv.org,relevant,MindDR Bench,benchmark,open-web,synthesised-report,text-web,,"MindDR achieves 45.7% on BrowseComp-ZH, 42.8% on BrowseComp, 46.5% on WideSearch, 75.0% on xbench-DS, 52.5 on DeepResearch Bench, and a state-of-the-art 51.8 on the newly introduced MindDR Bench; no explicit human baseline given.",,not-determinable,not-determinable,open-ended,not-determinable,abstract,abstract,abstract,abstract,"['domain-api', 'web-search-api', 'local-retriever', 'web-browser', 'file-reader']",listed,Internal knowledge search (proprietary engine + internal knowledge base); external web search routed to Sogou/Bing/Quark; academic literature search; plus web crawling and document processing tools for full-text retrieval,mixed,fulltext,"Given a real-world product query, search internal knowledge, the web, and academic literature to produce a research report graded by a multi-dimensional rubric.","MindDR Bench , a curated benchmark of 500 real-world Chinese queries from our internal product user interactions, evaluated through a comprehensive multi-dimensional rubric system",fulltext,https://api.semanticscholar.org/CorpusId:287508782
284311933,MindWatcher: Toward Smarter Multimodal Tool-Integrated Reasoning,2025,5,arXiv.org,relevant,MindWatcher-Evaluate Bench (MWE-Bench),benchmark,mixed,single-fact-answer,multimodal-mixed,,MindWatcher matches or exceeds the performance of larger or more recent models through superior tool invocation; no specific numeric score or named comparison model is given for MWE-Bench in the abstract.,,adaptive,fully-emergent,not-determinable,not-determinable,abstract,abstract,abstract,abstract,"['multimodal-viewer', 'local-retriever', 'web-search-api', 'web-browser', 'code-execution']",listed,"five tools: Region Cropping/Zooming (image grounding/cropping for 'thinking with images'), Object Grounding and Visual Search (queries a local 50k-entity image retrieval database, MWRD, spanning 8 categories), External Text Retrieval (a search engine returning top-10 title+abstract results), Webpage Content Extraction (via Jina, given a URL), and Local Code Interpreter (sandboxed Python)",mixed,fulltext,"Given a complex multimodal question, autonomously crop or search images, search text and web pages, and run code to answer.","MindWatcher can autonomously decide whether and how to invoke diverse tools and coordinate their use, without relying on human prompts or workflows.",fulltext,https://api.semanticscholar.org/CorpusId:284311933
286974527,MiroEval: Benchmarking Multimodal Deep Research Agents in Process and Outcome,2026,4,arXiv.org,in,MiroEval,benchmark,mixed,synthesised-report,multimodal-mixed,,"Across 13 evaluated systems, the MiroThinker series is most balanced, with MiroThinker-H1 ranking highest overall in both text and multimodal settings; no numeric top score is given in the abstract.",,adaptive,partially-emergent,open-ended,hard,abstract,fulltext,abstract,fulltext,[],not-listed,,not-stated,fulltext,"Given a research query, sometimes with attached files, investigate the web and produce a long-form factual report scored on quality, factuality, and process.","operationalize this paradigm by integrating planning, tool use, heterogeneous source interaction, and long-form report generation into a unified workflow",fulltext,https://api.semanticscholar.org/CorpusId:286974527
290467090,Is Deep Research Reliable? Misleading Knowledge Induces False Conclusions,2026,2,arXiv.org,in,MisKnow-Agent,benchmark,mixed,synthesised-report,text-web,,"Introducing one misleading document increases mean FCAR from 0% (no-injection control) to 54.7%, evaluated on DeerFlow and WebThinker with three backbone LLMs plus Gemini Deep Research.",https://github.com/whfeLingYu/MisKnow-Agent (code); https://huggingface.co/datasets/whfeLingYu/Misleading_Knowledge (dataset),adaptive,fully-emergent,single-verifiable,not-determinable,abstract,fulltext,abstract,fulltext,"['web-search-api', 'web-browser']",listed,"DeerFlow and WebThinker open-source deep-research frameworks (each paired with DeepSeek-V4 Pro, Qwen3.5-397B, or Intern-S1-Pro), using Serper as the common search-API backend (top-10 results/query) over an isolated retrieval pool seeded with misleading documents; agents also given web_search and visit_webpage corroboration tools",simulated-or-sandboxed-web,fulltext,"Given a research task whose retrieval pool contains a planted misleading document, search, gather evidence, and write a report without adopting the false conclusion.","Deep Research agents combine planning, tool use, memory, and external interaction to conduct long-horizon information seeking through iterative search, evidence consolidation, and report generation",fulltext,https://api.semanticscholar.org/CorpusId:290467090
280671269,MoNaCo: More Natural and Complex Questions for Reasoning Across Dozens of Documents,2025,25,Transactions of the Association for Computational Linguistics,in,MoNaCo,benchmark,open-web,set-of-entities,text-web,"dozens to hundreds of intermediate steps per question (explicit qualitative range, not an exact number: 'dozens, and at times hundreds')","Frontier LLMs achieve at most 61.2% F1 on MoNaCo (specific best model not named in the abstract), limited by low recall and hallucinations.",https://tomerwolgithub.github.io/monaco,fixed-chain,enumerable-at-start,set-valued,hard,fulltext,abstract,abstract,abstract,['local-retriever'],partially-listed,"BM25 retriever over an 80M-document Wikipedia index (paragraphs, tables, lists), top-20 documents provided to the LLM",fixed-corpus,fulltext,"Given a complex multi-step question, find, filter, and combine dozens of facts scattered across many Wikipedia pages into one answer.","MoNaCo contains 1,315 challenging multi-step questions whose solution involves retrieving, filtering and aggregating dozens of intermediate facts, found in both unstructured and structured sources (paragraphs and tables)",fulltext,https://api.semanticscholar.org/CorpusId:280671269
288813977,MosaicLeaks:Privacy Risks in Querying-in-the-Open for Deep Research Agents,2026,0,arXiv.org,in,MosaicLeaks,benchmark,mixed,audit-of-evidence-use,text-web,,Training Qwen3-4B-Instruct with the proposed PA-DR method improves task accuracy from 48.7% to 58.7% while reducing answer/full-information leakage from 34.0% to 9.9%.,,fixed-chain,enumerable-at-start,single-verifiable,knowable,abstract,fulltext,abstract,fulltext,"['local-retriever', 'file-reader']",listed,"hybrid BM25 + dense retrieval (Qwen3-Embedding-4B) with reciprocal-rank fusion over local enterprise documents (from DRBench) and an external web-page corpus (from BrowseComp-Plus), followed by parallel document reads",mixed,fulltext,"Given a multi-hop question spanning private company files and public web pages, retrieve and read each linked document, then answer while avoiding leaking private info.","agents must search for relevant documents, identify the useful ones, read them to extract useful information, and synthesize results into a final answer",fulltext,https://api.semanticscholar.org/CorpusId:288813977
291902282,Mr.LHDR: A Benchmark for Multimodal Real-World Long-Horizon Deep Research Agents,2026,0,,in,Mr.LHDR,benchmark,mixed,single-fact-answer,multimodal-mixed,"avg 12.1 necessary intermediate conclusions per question, mean dependency depth 10.4",Best system achieves only 43.1% OA and 34.3% SA (no model name given in abstract).,,fixed-chain,fully-emergent,single-verifiable,hard,abstract,abstract,abstract,abstract,"['web-search-api', 'multimodal-viewer', 'agent-choice']",listed,provider-exposed native web search (tool-augmented VLMs group); no search tool (tool-free VLMs group); dedicated deep-research endpoints (Deep Research Systems); DeerFlow framework backend (framework-based agents),mixed,fulltext,"Given a multimodal question, chain many dependent intermediate facts across images, maps, and documents to reach one short verifiable answer.","Each question is constructed from a hidden Node-Relation graph and requires, on average, 12.1 necessary intermediate conclusions with a mean dependency depth of 10.4 before reaching a short, unique, and verifiable answer.",fulltext,https://api.semanticscholar.org/CorpusId:291902282
287773793,Navigating Large-Scale Document Collections: MuDABench for Multi-Document Analytical QA,2026,1,Annual Meeting of the Association for Computational Linguistics,in,MuDABench,benchmark,curated-corpus,single-fact-answer,text-web,,"Standard RAG systems perform poorly (flat retrieval over 80,000+ pages); the authors' own multi-agent workflow (planning, extraction, code generation) substantially improves both process and outcome metrics, but a significant gap to human expert performance remains (no exact numbers or model names given in the abstract).",https://github.com/Zhanli-Li/MuDABench,fixed-chain,enumerable-at-start,single-verifiable,estimable,abstract,fulltext,abstract,abstract,"['file-reader', 'local-retriever', 'code-execution']",partially-listed,OpenAI File Search (retrieval layer for the RAG baseline and for single-document QA within the authors' proposed multi-agent workflow); a code-generation agent for structured analysis; ChatDOC PDF parsing tool used during dataset construction,fixed-corpus,fulltext,"Given an analytical question over a large collection of financial disclosure documents, extract and aggregate facts across many documents into a quantitative answer.",questions require extracting and synthesizing information across numerous documents to perform quantitative analysis,fulltext,https://api.semanticscholar.org/CorpusId:287773793
290644798,CMT-RAG: Complementary Memory Traces for Multi-turn Multi-hop RAG,2026,0,arXiv.org,relevant,MuMu-QA,benchmark,curated-corpus,single-fact-answer,text-web,,,,mixed,partially-emergent,single-verifiable,knowable,abstract,abstract,abstract,abstract,['local-retriever'],listed,"DRAGON dense retriever, used to retrieve the top-5 supporting paragraphs per resolved sub-question from a shared benchmark corpus; a trace DAG providing dependency-based reuse of previously retrieved paragraphs across conversational turns",fixed-corpus,fulltext,"Given a multi-turn conversation with cross-turn dependencies, resolve sub-questions and retrieve supporting paragraphs to answer the current turn.",Multi-turn information-seeking conversations require both multi-hop reasoning and long-range dependency tracking across turns,fulltext,https://api.semanticscholar.org/CorpusId:290644798
290218901,From Existence to Exhaustiveness: Unveiling the Compounding Failures of LLMs in Multi-answer Event Temporal Reasoning,2026,0,Annual International ACM SIGIR Conference on Research and Development in Information Retrieval,in,MulTR,benchmark,structured-database,set-of-entities,text-web,,,https://github.com/TemporalNLP/MulTR,independent,enumerable-at-start,set-valued,knowable,abstract,abstract,abstract,abstract,[],not-listed,,not-stated,abstract,"Given a long document and a temporal question, find every valid answer across different time periods, not just the first one located.","MulTR, a comprehensive benchmark designed for multi-answer temporal reasoning from long unstructured contexts",abstract,https://api.semanticscholar.org/CorpusId:290218901
278768722,Visual Agentic Reinforcement Fine-Tuning,2025,41,arXiv.org,relevant,Multi-modal Agentic Tool Bench (MAT),benchmark,open-web,single-fact-answer,multimodal-image,,"Visual-ARFT outperforms its baseline by +18.6% F1 / +13.0% EM on MAT-Coding and +10.3% F1 / +8.7% EM on MAT-Search, ultimately surpassing GPT-4o; also +29.3% F1 / +25.9% EM gains on 2Wiki and HotpotQA.",,adaptive,not-determinable,single-verifiable,not-determinable,abstract,abstract,abstract,abstract,"['web-search-api', 'code-execution', 'multimodal-viewer']",listed,Serper API providing access to Google's search engine (MAT-Search); Python code execution for image repair/cropping/preprocessing (MAT-Coding),mixed,fulltext,"Given a multi-hop visual question, search the web for missing facts or write code to fix/process the image, then answer.","In the search setting, the model is presented with complex multimodal multi-hop VQA queries that often involve multiple sub-questions and require external factual knowledge.",fulltext,https://api.semanticscholar.org/CorpusId:278768722
279119336,Multimodal DeepResearcher: Generating Text-Chart Interleaved Reports From Scratch with Agentic Framework,2025,21,AAAI Conference on Artificial Intelligence,relevant,MultimodalReportBench,benchmark,mixed,synthesised-report,multimodal-mixed,,"Using the same Claude 3.7 Sonnet model, Multimodal DeepResearcher achieves an 82% overall win rate over the baseline method.",,fixed-chain,enumerable-at-start,open-ended,not-determinable,abstract,abstract,abstract,abstract,"['web-search-api', 'web-browser', 'code-execution', 'multimodal-viewer']",listed,Firecrawl API for web search/retrieval; a headless browser (Chrome DevTools Protocol via Python) to render and screenshot generated visualizations; code generation/execution to produce charts; a multimodal LLM to visually critique rendered charts,open-web,fulltext,"Given a research topic, search the web for evidence and produce a report combining written text with generated charts, iteratively refined.","However, existing deep research frameworks from both academia  ( Jin et al. 2025 ; Zheng et al. 2025b ) and industry  ( OpenAI 2025b ; Google 2024 ; xAI 2025 ; David Zhang 2025 ) predominantly focus on generating textual content, neglecting the display beyond text modality.",fulltext,https://api.semanticscholar.org/CorpusId:279119336
289132514,Agentic Hybrid RAG for Evidence-Grounded Muon Collider Analysis,2026,2,arXiv.org,relevant,Muon collider RAG benchmark (unnamed in abstract),benchmark,scientific-literature,single-fact-answer,text-web,,Agentic hybrid RAG consistently outperforms representative retrieval and RAG baselines across all four evaluation metrics; no specific numeric scores or model names given in the abstract.,,adaptive,not-determinable,not-determinable,not-determinable,abstract,abstract,abstract,abstract,['local-retriever'],listed,"A hybrid retriever combining BM25 sparse lexical retrieval and dense semantic retrieval (FAISS-indexed embeddings), fused via reciprocal rank fusion, over a curated muon-collider literature corpus; an agentic query-decomposition layer generating up to 5 subqueries per question, each independently processed by the same hybrid retriever",fixed-corpus,fulltext,"Given a muon-collider physics question, retrieve and reason over scattered scientific literature to produce a cited, evidence-grounded answer.",Effective scientific assistants must therefore go beyond document retrieval and support evidence-grounded question answering,fulltext,https://api.semanticscholar.org/CorpusId:289132514
286579566,Language Models Don't Know What You Want: Evaluating Personalization in Deep Research Needs Real Users,2026,2,Annual Meeting of the Association for Computational Linguistics,relevant,MyScholarQA (MySQA),benchmark,scientific-literature,synthesised-report,text-web,,MySQA beats baselines in citation metrics and personalized action-following under the standard synthetic-user/LLM-judge protocol; no specific numeric scores or baseline names given in the abstract; the paper explicitly argues this protocol misses real user-relevant errors.,,fixed-chain,partially-emergent,multiple-defensible,hard,abstract,abstract,abstract,abstract,"['domain-api', 'local-retriever']",listed,"Semantic Scholar API used to retrieve papers, which are then clustered into sections and iteratively synthesized into a cited report (via the underlying SQA/ScholarQA pipeline)",single-site,fulltext,"Given a user's uploaded papers and a research query, infer their interests and write a personalized, cited multi-section report answering the query.",The system generates a report that answers the query and executes these actions through a multi-stage retrieval and LLM generation pipeline,fulltext,https://api.semanticscholar.org/CorpusId:286579566
289748400,Bringing Agentic Search to Earth Observation Data Discovery,2026,1,arXiv.org,relevant,NASA-EO-Bench,benchmark,structured-database,ranked-list,text-web,,combining the neural scorer with BM25 via score fusion raises both Recall@10 and MRR by over 5x versus cosine/BM25 baselines; a zero-shot agentic reranking stage lifts MRR by a further 28% on a stratified N=200 subset,,fixed-chain,enumerable-at-start,ranked,knowable,abstract,abstract,abstract,abstract,"['domain-api', 'local-retriever', 'web-search-api']",listed,"NASA official tools (Harmony, Science Discovery Engine, WorldView, Giovanni); hybrid BM25 + NN-SSC (fine-tuned sentence transformer) retrieval over the NASA CMR dataset corpus; an agentic reranking stage with autonomous web search and arXiv paper lookup",mixed,fulltext,"Given a natural-language geoscience research query, search NASA tools and dataset catalogs to return the most relevant datasets and tools.","an agentic search system, deployed as a public service for the geoscience community, that takes a natural-language research query and returns the matching datasets and tools",fulltext,https://api.semanticscholar.org/CorpusId:289748400
289790304,Benchmarking Agentic Newswriting via Journalistic Workflows,2025,0,Annual Meeting of the Association for Computational Linguistics,relevant,NEWSAGENT,benchmark,open-web,synthesised-report,text-web,,,,fixed-chain,fully-emergent,multiple-defensible,not-determinable,abstract,abstract,abstract,abstract,['local-retriever'],listed,"a Search tool: keyword query, top-5 cosine-similarity retrieval (threshold 0.7) over a fixed historical-content corpus with a strict pre-release-date cutoff",fixed-corpus,fulltext,"Given partial news materials, search for missing historical context and write a complete, coherent, accurate news article.","Given a writing instruction and partial firsthand materials, agents must identify narrative perspectives, issue keyword-based queries, retrieve historical context, and generate complete news articles.",fulltext,https://api.semanticscholar.org/CorpusId:289790304
278789218,O2-Searcher: A Searching-based Agent Model for Open-Domain Open-Ended Question Answering,2025,21,arXiv.org,relevant,O2-QA,benchmark,curated-corpus,open-ended-answer,text-web,,"O2-Searcher, using only a 3B model, significantly surpasses leading LLM agents on O2-QA (no single specific numeric score given for O2-QA in the abstract); it also achieves SOTA on closed-ended QA benchmarks among similarly-sized models.",,adaptive,fully-emergent,open-ended,not-determinable,abstract,abstract,abstract,abstract,"['local-retriever', 'web-search-api']",listed,"Meilisearch index over a curated, cached web corpus (collected via the Serper API) for open-ended retrieval; an E5-based dense retriever over a locally hosted 2018 Wikipedia dump for closed-ended retrieval; also separately evaluated against a real open-web search environment via the Serper API",mixed,fulltext,"Given an open-ended or closed-ended question, search a knowledge environment and generate either key findings or a precise factual answer.","O2-Searcher: A Searching-based Agent Model for Open-Domain Open-Ended Question Answering 

## Report GitHub Issue

 × 

 Title: 

 Content selection saved. Describe the issue below: 

 Description: 

 arXiv is now an independent nonprofit! 
 Learn more 

 Back to arXiv 

 License: CC BY 4.0

arXiv:2505.16582v2 [cs.CL] 26 May 2025 

## O2-Searcher: A Searching-based Agent Model for Open-Domain Open-Ended Question Answering

 Jianbiao Mei
 
 Affiliation:  Zhejiang University
 
 Affiliation:  Shanghai Artificial Intelligence Laboratory

 Tao Hu
 
 Affiliation:  Shanghai Artificial Intelligence Laboratory
 
 Affiliation:  University of Science and Technology of China

 Daocheng Fu
 
 Affiliation:  Shanghai Artificial Intelligence Laboratory
 
 Affiliation:  Fudan University

 Licheng Wen
 
 Affiliation:  Shanghai Artificial Intelligence Laboratory

 Xuemeng Yang
 
 Affiliation:  Shanghai Artificial Intelligence Laboratory

 Rong Wu
 
 Affiliation:  Zhejiang University
 
 Affiliation:  Shanghai Artificial Intelligence Laboratory

 Pinlong Cai
 
 Affiliation:  Shanghai Artificial Intelligence Laboratory

 Xinyu Cai
 
 Affiliation:  Shanghai Artificial Intelligence Laboratory

 Xing Gao
 
 Affiliation:  Shanghai Artificial Intelligence Laboratory

 Yu Yang
 
 Affiliation:  Zhejiang University

 Chengjun Xie
 
 Affiliation:  University of Science and Technology of China

 Botian Shi
 
 Affiliation:  Shanghai Artificial Intelligence Laboratory

 Yong Liu
 
 Affiliation:  Zhejiang University
 
 Affiliation:  State Key Laboratory of Industrial Control Technology

 Yu Qiao
 
 Affiliation:  Shanghai Artificial Intelligence Laboratory

## Abstract

 Large Language Models (LLMs), despite their advancements, are fundamentally limited by their static parametric knowledge, hindering performance on tasks requiring open-domain up-to-date information.
While enabling LLMs to interact with external knowledge environments is a promising solution, current efforts primarily address closed-end problems. Open-ended questions, which characterized by lacking a standard answer or providing non-unique and diverse answers, remain underexplored.
To bridge this gap, we present O 2 -Searcher, a novel search agent leveraging reinforcement learning to effectively tackle both open-ended and closed-ended questions in the open domain. O 2 -Searcher leverages an efficient, locally simulated search environment for dynamic knowledge acquisition, effectively decoupling the external world knowledge from model’s sophisticated reasoning processes.",fulltext,https://api.semanticscholar.org/CorpusId:278789218
web:https-colm-cc-virtual-2025-poster-716,ODSum: Benchmarks for Multi-Document Retrieval-Augmented Generation,2025,,,relevant,ODSum,benchmark,not-determinable,not-determinable,text-web,,,,not-determinable,not-determinable,not-determinable,not-determinable,abstract,abstract,abstract,abstract,[],not-listed,,not-stated,abstract,"Source unavailable beyond the title; likely multi-document RAG-based summarization, but the specific task is not described in the available text.",,abstract,https://api.semanticscholar.org/CorpusId:web:https-colm-cc-virtual-2025-poster-716
278886178,ManuSearch: Democratizing Deep Search in Large Language Models with a Transparent and Open Multi-Agent Framework,2025,16,Conference on Empirical Methods in Natural Language Processing,relevant,ORION,benchmark,open-web,single-fact-answer,text-web,,ManuSearch substantially outperforms prior open-source baselines and even surpasses leading closed-source systems on ORION; no specific numeric score or model name is given for this headline comparison.,https://github.com/RUCAIBox/ManuSearch,adaptive,partially-emergent,single-verifiable,not-determinable,abstract,abstract,abstract,abstract,"['web-search-api', 'web-browser']",listed,WebSearch Tool performing retrieval via Google API (top-K results with link/title/summary); an Answer-Question tool for sub-question answers; a webpage reading agent that crawls and cleans raw HTML page content,open-web,fulltext,"Given a multi-hop question about obscure, long-tail entities, search the open web and reason step by step to produce a grounded answer.","ORION, a benchmark for the evaluation of open-web reasoning over long-tail entities",fulltext,https://api.semanticscholar.org/CorpusId:278886178
287831597,Odysseys: Benchmarking Web Agents on Realistic Long Horizon Tasks,2026,13,arXiv.org,relevant,Odysseys,benchmark,open-web,action-completion,not-determinable,,"Strongest frontier models achieve only a 44.5% success rate; a new Trajectory Efficiency metric (rubric score per step) shows even frontier agents achieve only 1.15%, indicating large headroom on both success and efficiency.",https://odysseys-website.pages.dev,adaptive,not-determinable,multiple-defensible,not-determinable,abstract,abstract,abstract,abstract,"['web-browser', 'code-execution', 'file-reader']",listed,full Google Chrome GUI inside a virtual Ubuntu OSWorld environment; agents may also invoke other installed applications (e.g. LibreOffice) or a terminal/Python shell,open-web,fulltext,"Given a complex real-world goal, start from a search page and browse across many websites to complete the multi-step objective end to end.","Each task begins from a Google search page and requires the agent to navigate across multiple websites to complete complex, multi-step objectives",fulltext,https://api.semanticscholar.org/CorpusId:287831597
286378029,OfficeQA Pro: An Enterprise Benchmark for End-to-End Grounded Reasoning,2026,29,arXiv.org,in,OfficeQA Pro,benchmark,enterprise-documents,single-fact-answer,not-determinable,,"Frontier LLMs (Claude Opus 4.6, GPT-5.4, Gemini 3.1 Pro Preview) score under 5% relying on parametric knowledge, under 12% with added web access, and only 34.1% average even with direct document-corpus access; a structured parse (Databricks ai_parse_document) yields a 16.1% average relative gain.",,fixed-chain,enumerable-at-start,single-verifiable,knowable,fulltext,fulltext,abstract,fulltext,"['web-search-api', 'code-execution', 'file-reader']",listed,"Web-Search (DuckDuckGo Search API), Python Execution (sandboxed Python REPL), File Search (custom fs_search/fs_read tools similar to grep/sed/cat/ls) over the provided document corpus",mixed,fulltext,"Given a question, retrieve and parse relevant pages from a large enterprise document archive, then compute a precise numeric answer.","questions that require precise document parsing, retrieval, and analytical reasoning across both unstructured text and tabular data",fulltext,https://api.semanticscholar.org/CorpusId:286378029
288258667,Omni-DeepSearch: A Benchmark for Audio-Driven Omni-Modal Deep Search,2026,1,arXiv.org,in,Omni-DeepSearch,benchmark,mixed,single-fact-answer,multimodal-mixed,,"Strongest evaluated model, Gemini-3-Pro, achieves only 43.44% average accuracy; no human baseline given.",,adaptive,fully-emergent,single-verifiable,hard,abstract,abstract,abstract,fulltext,"['web-search-api', 'multimodal-viewer']",listed,"text search, image search, and video search tools (open-source/proprietary search backends); keyframe extraction (16 then 64 frames) for video verification",open-web,fulltext,"Given only an audio clip and a question, infer clues from the sound and search text, images, and video to find one verifiable answer.","Given one or more audio clips and a related question, models must infer useful clues from audio, invoke text, image, and video search tools, and perform multi-hop reasoning to produce a short, objective, and verifiable answer.",fulltext,https://api.semanticscholar.org/CorpusId:288258667
286684150,"OmniBench: A Comprehensive Benchmark Integrating Real-World, Time-sensitive, and Multi-Hop Questions with a Multi-Dimensional Hybrid Evaluation Framework",2026,0,AAAI Conference on Artificial Intelligence,in,OmniBench,benchmark,open-web,open-ended-answer,text-web,,,,not-determinable,not-determinable,open-ended,not-determinable,abstract,abstract,abstract,abstract,[],not-listed,,not-stated,abstract,"Given a real user's open-ended question spanning many topics and intents, produce an accurate free-form answer, scored by a hybrid evaluation framework.","OmniBench is uniquely composed of authentic, user-generated questions harvested from real-world interactions on various websites and applications, covering 16 rigorously defined knowledge domains and 5 crucial user intents",abstract,https://api.semanticscholar.org/CorpusId:286684150
286082708,OmniGAIA: Towards Native Omni-Modal AI Agents,2026,21,arXiv.org,in,OmniGAIA,benchmark,mixed,single-fact-answer,multimodal-mixed,,,,adaptive,partially-emergent,single-verifiable,hard,abstract,abstract,fulltext,fulltext,"['web-search-api', 'web-browser', 'code-execution', 'multimodal-viewer']",listed,web_search and page_browser tools for web knowledge integration; code_executor for computation; active omni-modal perception to selectively 'look'/'listen' to video/audio segments,mixed,fulltext,"Given video, audio, or image evidence, use web search, browsing, and code tools to answer multi-hop cross-modal questions with a verifiable open-form answer.","a comprehensive benchmark designed to evaluate omni-modal agents on tasks necessitating deep reasoning and multi-turn tool execution across video, audio, and image modalities",fulltext,https://api.semanticscholar.org/CorpusId:286082708
284647941,ArenaRL: Scaling RL for Open-Ended Agents via Tournament-based Relative Ranking,2026,11,arXiv.org,relevant,Open-Travel and Open-DeepResearch,benchmark,mixed,mixed-battery,text-web,,"ArenaRL substantially outperforms standard RL baselines on these benchmarks, enabling LLM agents to generate more robust solutions for complex real-world tasks; no single numeric score or named base model is given.",,not-determinable,not-determinable,open-ended,hard,abstract,abstract,abstract,abstract,"['web-search-api', 'domain-api']",listed,"Open-DeepResearch: web search via the Google API plus a Qwen3-Max summarization model; Open-Travel: six tool types (search_poi, around_search, get_navigation via Amap web-service APIs; universal_search via the Bailian search engine; search_flights; search_train_tickets)",mixed,fulltext,"Given an open-ended request like trip planning or deep research, use multiple tools across steps to produce one well-reasoned, personalized solution.","We extended our evaluation to complex, open-ended travel planning tasks that require multi-step reasoning and tool invocation.",fulltext,https://api.semanticscholar.org/CorpusId:284647941
289630852,OpenBioRQ: Unsolved Biomedical Research Questions for Agents,2026,0,arXiv.org,in,OpenBioRQ,benchmark,scientific-literature,verified-claim,text-web,,"On the hardest subset, held-out models from the same lineage as the difficulty anchors solve only ~17%, while three frontier agents (Gemini-3-Pro, Opus-4.7, GPT-5.5) span a wide 29-60% range.",,adaptive,fully-emergent,open-ended,hard,fulltext,fulltext,abstract,abstract,['domain-api'],listed,"ten biomedical retrieval tools wrapping public REST APIs: pubmed, clinicaltrialsgov, openfda, opentargets, chembl, uniprot, pubchem, kegg, ncbi_datasets, and biomcp",structured-database,fulltext,"Given an unsolved biomedical research question, query biomedical databases across multiple rounds and produce a cited answer, graded against a faithfulness checklist.",answers are produced through multi-round tool use over ten biomedical REST APIs and graded against a frozen per-question checklist,fulltext,https://api.semanticscholar.org/CorpusId:289630852
